INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230409_005702.wav,597.844,2023-04-09,00:57:02,0,2023-04-08,12:57:02,12,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,8OqFxoVc6WvWtb1buF4E5Q==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_185402.wav,597.844,2023-03-21,18:54:02,18,2023-03-21,06:54:02,6,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,vq2JLfQX592Hu97DVJL2xw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230403_235802.wav,597.844,2023-04-03,23:58:02,23,2023-04-03,11:58:02,11,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,Bz8gjHYxcobjN24pyNXoQA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230316_050202.wav,597.844,2023-03-16,05:02:02,5,2023-03-15,17:02:02,17,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,s0Zq+cRSmLDN/Zzy4golKg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_194702.wav,597.844,2023-03-28,19:47:02,19,2023-03-28,07:47:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,jYCfkzucVCHyXKArhdHdVQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_063902.wav,597.844,2023-03-25,06:39:02,6,2023-03-24,18:39:02,18,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,7ZaUye5O4za1GR0Dw13iOQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_010402.wav,597.844,2023-03-22,01:04:02,1,2023-03-21,13:04:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,6AdOf1Nd95olIAKnPdQbxg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230328_230702.wav,597.844,2023-03-28,23:07:02,23,2023-03-28,11:07:02,11,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,K6JSJHcAngriyQWkzZFOYw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_083602.wav,597.844,2023-04-03,08:36:02,8,2023-04-02,20:36:02,20,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,CTnqOALhVwsZF04stdxEvw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_190402.wav,597.844,2023-03-21,19:04:02,19,2023-03-21,07:04:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,YEs1df+blK0muZqOz2tMBQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_000802.wav,597.844,2023-04-04,00:08:02,0,2023-04-03,12:08:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,pa2gkVPYlc4xy5eaQDFNgQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_195702.wav,597.844,2023-03-28,19:57:02,19,2023-03-28,07:57:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,JdqhKF6EhJHHgrg5+8K28w==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230316_051202.wav,597.844,2023-03-16,05:12:02,5,2023-03-15,17:12:02,17,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,9cVjIHdCo3erlZhqEvc7iA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_064902.wav,597.844,2023-03-25,06:49:02,6,2023-03-24,18:49:02,18,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,11p48LwZJBCiGKziSS3HBg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230328_231702.wav,597.844,2023-03-28,23:17:02,23,2023-03-28,11:17:02,11,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,QBO4sjet5ThSI0aNnzn79g==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_084602.wav,597.844,2023-04-03,08:46:02,8,2023-04-02,20:46:02,20,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,SVUVEDEVREu5fkK8cwJkWQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_011402.wav,597.844,2023-03-22,01:14:02,1,2023-03-21,13:14:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,OoJU3TfduNEVmhM4qEatEg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_191402.wav,597.844,2023-03-21,19:14:02,19,2023-03-21,07:14:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,K3sB4IasoeSisSHU2dE/FA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_085602.wav,117.968,2023-04-03,08:56:02,8,2023-04-02,20:56:02,20,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,mbCm4W2CDPtdD1Tp+MPgkQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_001802.wav,597.844,2023-04-04,00:18:02,0,2023-04-03,12:18:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,haxhFyEhD0VS9ilLHtWBOQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_200702.wav,597.844,2023-03-28,20:07:02,20,2023-03-28,08:07:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,kc4RZBUDbE2ypWoqWbOyhA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_065902.wav,597.844,2023-03-25,06:59:02,6,2023-03-24,18:59:02,18,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,zt1fJjSUwlxGYbc8hpypYA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230316_052202.wav,597.844,2023-03-16,05:22:02,5,2023-03-15,17:22:02,17,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,3Ye3erXcIqJw1EImrrOMNw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230328_232702.wav,597.844,2023-03-28,23:27:02,23,2023-03-28,11:27:02,11,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,mYifRLw3Yqem0AjvyNy+Ug==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_012402.wav,597.844,2023-03-22,01:24:02,1,2023-03-21,13:24:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,YMSau55PyrAN1z5HloUeDw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_192402.wav,597.844,2023-03-21,19:24:02,19,2023-03-21,07:24:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,9JgTB8ZIAB7gmUQJjc4bow==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_002802.wav,597.844,2023-04-04,00:28:02,0,2023-04-03,12:28:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,WxGPnKL5YX00JkZqbmATpA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_201702.wav,597.844,2023-03-28,20:17:02,20,2023-03-28,08:17:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,wq2PMHC6DNCHbUiVqsRDHA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_180800.wav,599.846,2023-04-03,18:08:00,18,2023-04-03,06:08:00,6,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,5Ie2+X3n/tIPP+dJ0+PMJw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230316_053202.wav,597.844,2023-03-16,05:32:02,5,2023-03-15,17:32:02,17,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,HwbKSovr9Z0lhr2mhtlXww==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_070902.wav,597.844,2023-03-25,07:09:02,7,2023-03-24,19:09:02,19,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,/pLFbcshT7Zh//eY7Y+0uw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230328_233702.wav,597.844,2023-03-28,23:37:02,23,2023-03-28,11:37:02,11,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,o2S8m9LlamoLRMtfaIT8Qw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_013402.wav,597.844,2023-03-22,01:34:02,1,2023-03-21,13:34:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,n4RY1LaOQVrpY0/U1slPxQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_003802.wav,597.844,2023-04-04,00:38:02,0,2023-04-03,12:38:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,6IdY/42fUtx0fyhZqa6+sA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_193402.wav,597.844,2023-03-21,19:34:02,19,2023-03-21,07:34:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,LKARw7Ow4sebt9zzjV3OZg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_202702.wav,597.844,2023-03-28,20:27:02,20,2023-03-28,08:27:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,fAjnMcuhShb1JAHEC3NM+w==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_181802.wav,597.844,2023-04-03,18:18:02,18,2023-04-03,06:18:02,6,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,p/fpXg508Dfi4jNVF+HspQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230316_054202.wav,597.844,2023-03-16,05:42:02,5,2023-03-15,17:42:02,17,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,8sKnDIn/uZTwvZkiH1nGcQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230328_234702.wav,597.844,2023-03-28,23:47:02,23,2023-03-28,11:47:02,11,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,h3q1WG+O9mLVozIC6Jc56g==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_004802.wav,597.844,2023-04-04,00:48:02,0,2023-04-03,12:48:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,c1RB4nMjqvQi2cgUs2kWYw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_071902.wav,597.844,2023-03-25,07:19:02,7,2023-03-24,19:19:02,19,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,5G8K8+w3qQYnWgAtkqZ0Rw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_014402.wav,597.844,2023-03-22,01:44:02,1,2023-03-21,13:44:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,t9zwlhnnD9cJ+I8f4xIOTQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_194402.wav,597.844,2023-03-21,19:44:02,19,2023-03-21,07:44:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,3DyscoMIyrEjIcgTK07hiA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_182802.wav,597.844,2023-04-03,18:28:02,18,2023-04-03,06:28:02,6,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,J2snAt+YZm7rNNN3AiDYdA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_203702.wav,597.844,2023-03-28,20:37:02,20,2023-03-28,08:37:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,vv2tv4RMhjXNtyFkuymasQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230328_235702.wav,597.844,2023-03-28,23:57:02,23,2023-03-28,11:57:02,11,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,uJ0gjVEWLPgQmlzAsSwhxg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230316_055202.wav,597.844,2023-03-16,05:52:02,5,2023-03-15,17:52:02,17,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,LUT4RANX7MSOvSQFfMoUvQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_005802.wav,597.844,2023-04-04,00:58:02,0,2023-04-03,12:58:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,If4AdGbOsjj/hhMWLRyZyA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_072902.wav,597.844,2023-03-25,07:29:02,7,2023-03-24,19:29:02,19,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,8Cd3s6CpbGJDPcrFKwRxsA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_015402.wav,597.844,2023-03-22,01:54:02,1,2023-03-21,13:54:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,YCDkgym9KO8rjWodkEa0pQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_204702.wav,597.844,2023-03-28,20:47:02,20,2023-03-28,08:47:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,i/BfIglymmPCRZpVD8UiQg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_195402.wav,597.844,2023-03-21,19:54:02,19,2023-03-21,07:54:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,UkN/kj0dR7TcWtJOhuVd2w==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_183802.wav,597.844,2023-04-03,18:38:02,18,2023-04-03,06:38:02,6,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,dtsnOYNje9Xx9dwQBatICg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230329_000702.wav,597.844,2023-03-29,00:07:02,0,2023-03-28,12:07:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,1BUu72OQ8OaZALaKEL0Paw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230316_060202.wav,597.844,2023-03-16,06:02:02,6,2023-03-15,18:02:02,18,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,gSqyZT908ppQlIShYD38Dg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_010802.wav,597.844,2023-04-04,01:08:02,1,2023-04-03,13:08:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,e33Pb64yAycZAyJ3VuE02w==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_020402.wav,597.844,2023-03-22,02:04:02,2,2023-03-21,14:04:02,14,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,vhTJFZnOgUZY+hlArWfd4g==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_205702.wav,597.844,2023-03-28,20:57:02,20,2023-03-28,08:57:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,9IuCuVX5PDPvbXTARtu6CQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_073902.wav,597.844,2023-03-25,07:39:02,7,2023-03-24,19:39:02,19,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,Hd/wChpWn+iynKOAHMjg2A==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230409_010702.wav,597.844,2023-04-09,01:07:02,1,2023-04-08,13:07:02,13,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,DhpW2H+l3/XFmvqjqv3HSw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_200402.wav,597.844,2023-03-21,20:04:02,20,2023-03-21,08:04:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,ffJvgLwbzxGS6gDjaegxnw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_184802.wav,597.844,2023-04-03,18:48:02,18,2023-04-03,06:48:02,6,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,Qwz2z0kTbNtHlMqYECIjVg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230329_001702.wav,597.844,2023-03-29,00:17:02,0,2023-03-28,12:17:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,qmU+sp1PIyks/3RaaFZdZQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_011802.wav,597.844,2023-04-04,01:18:02,1,2023-04-03,13:18:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,G1IpEFrh9ME1UhhaIecndw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_074902.wav,597.844,2023-03-25,07:49:02,7,2023-03-24,19:49:02,19,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,6v6XKTfXa/mvsN6/81CPvg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_021402.wav,597.844,2023-03-22,02:14:02,2,2023-03-21,14:14:02,14,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,i6FL8LYuuumwbVeE30S43g==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230316_061202.wav,597.844,2023-03-16,06:12:02,6,2023-03-15,18:12:02,18,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,P7Y8pAQ9yZWueIrBlxsgBA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_210702.wav,597.844,2023-03-28,21:07:02,21,2023-03-28,09:07:02,9,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,owjMAvrH/ZUAEjpovIq1Nw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_185802.wav,597.844,2023-04-03,18:58:02,18,2023-04-03,06:58:02,6,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,2RM1t6DJHlkdKSP7aUFL8A==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230329_002702.wav,597.844,2023-03-29,00:27:02,0,2023-03-28,12:27:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,XHSrdUvAgnqHcR/zTmN0Wg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_201402.wav,597.844,2023-03-21,20:14:02,20,2023-03-21,08:14:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,pbXBdQHvn7aJKoUoWN7+8Q==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_012802.wav,597.844,2023-04-04,01:28:02,1,2023-04-03,13:28:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,WYTbzt6RROECFz5JWIFTdw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_022402.wav,597.844,2023-03-22,02:24:02,2,2023-03-21,14:24:02,14,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,Ctb4uql9tiJMh3FJKwDYEA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_211702.wav,597.844,2023-03-28,21:17:02,21,2023-03-28,09:17:02,9,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,4gONTKPxfqd2ZeXdhVv8tA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_075902.wav,597.844,2023-03-25,07:59:02,7,2023-03-24,19:59:02,19,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,YRw5/MyXsXF+IyR3Bvtb+g==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230329_003702.wav,597.844,2023-03-29,00:37:02,0,2023-03-28,12:37:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,7epxF+3z5PNCqNmmD4pbag==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_190802.wav,597.844,2023-04-03,19:08:02,19,2023-04-03,07:08:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,NKCDNyQ+qTIDA4if/+lQ9w==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230316_062202.wav,597.844,2023-03-16,06:22:02,6,2023-03-15,18:22:02,18,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,0x5cFpC5x63F/ZX1zfqP7A==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230321_202402.wav,597.844,2023-03-21,20:24:02,20,2023-03-21,08:24:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,/u6AkiT7l5KfBUGn6dmBFQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_013802.wav,597.844,2023-04-04,01:38:02,1,2023-04-03,13:38:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,NN0YMmdSj+9/zo8GH4n7jA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230328_212702.wav,597.844,2023-03-28,21:27:02,21,2023-03-28,09:27:02,9,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,QG6C0eWRQ82DPtShBpTNYg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_080902.wav,597.844,2023-03-25,08:09:02,8,2023-03-24,20:09:02,20,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,OUw+zMpSqbilSiUwFVHKYw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230322_023402.wav,597.844,2023-03-22,02:34:02,2,2023-03-21,14:34:02,14,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,eJgTuCCKM1kphZMt1B8oMQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230325_081902.wav,57.98,2023-03-25,08:19:02,8,2023-03-24,20:19:02,20,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,+eg3mJuJxjMTCOgMppZ5eQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230329_004702.wav,597.844,2023-03-29,00:47:02,0,2023-03-28,12:47:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,sgOruA9txHI8ZJB74z9M8w==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230403_191802.wav,597.844,2023-04-03,19:18:02,19,2023-04-03,07:18:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,4IVyow3YuRPmDTz4FD9Lwg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230404_014802.wav,597.844,2023-04-04,01:48:02,1,2023-04-03,13:48:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,D8i8OcLg34caQzofzzDaIg==
