INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_091949.wav,93.082,2023-03-13,09:19:49,9,2023-03-12,21:19:49,21,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,wFF7ieJInwKnwGGIbfCHaw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_092143.wav,33.001,2023-03-13,09:21:43,9,2023-03-12,21:21:43,21,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,qgP/5yFis7OiA3loWohjiw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_194102.wav,597.844,2023-03-30,19:41:02,19,2023-03-30,07:41:02,7,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,i+5ubFgQs0EgSXce8rUioA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_002802.wav,597.844,2023-03-19,00:28:02,0,2023-03-18,12:28:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,w5lkE8qvmfuG7YDo+b+EGg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230317_233602.wav,597.844,2023-03-17,23:36:02,23,2023-03-17,11:36:02,11,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,VzIg/x0qWn9o5Q7hiImotA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_191702.wav,597.844,2023-03-23,19:17:02,19,2023-03-23,07:17:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,mr0c4SwZqw2dNz3/j2ZTtw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_185002.wav,597.844,2023-03-30,18:50:02,18,2023-03-30,06:50:02,6,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,Vn49TuhCK4OkF6OvaKbM8w==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230405_200202.wav,597.844,2023-04-05,20:02:02,20,2023-04-05,08:02:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,faSPJtE2UInFmWoDagkJig==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_205202.wav,597.844,2023-04-05,20:52:02,20,2023-04-05,08:52:02,8,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,Ri7vtnQONGVmZo3TzKpzEw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_110102.wav,597.844,2023-03-13,11:01:02,11,2023-03-12,23:01:02,23,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,CTfly5OF38U8CL6W2t6Kbg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_195102.wav,597.844,2023-03-30,19:51:02,19,2023-03-30,07:51:02,7,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,OxS68hc06ti7eUuHbV92WA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230317_234602.wav,597.844,2023-03-17,23:46:02,23,2023-03-17,11:46:02,11,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,KfD1VHLJ3jU61DE0RUfzqA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_192702.wav,597.844,2023-03-23,19:27:02,19,2023-03-23,07:27:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,2iaCcREDPG2rvrf6J1RJfA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_210202.wav,597.844,2023-04-05,21:02:02,21,2023-04-05,09:02:02,9,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,f+S+zmQy0du6+NHRyp6cAw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_003802.wav,597.844,2023-03-19,00:38:02,0,2023-03-18,12:38:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,7aKsth5OVJ7LEsp6YjWg8A==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_190002.wav,597.844,2023-03-30,19:00:02,19,2023-03-30,07:00:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,Qx2I9w+dpb1Td5ibtvzlbg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_111102.wav,343.266,2023-03-13,11:11:02,11,2023-03-12,23:11:02,23,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,bl7g6ZmkAncztpKrhXwQ7A==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_111658.wav,16.909,2023-03-13,11:16:58,11,2023-03-12,23:16:58,23,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,fRlES4AlGmzQ+UjscBgiYA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_111728.wav,44.042,2023-03-13,11:17:28,11,2023-03-12,23:17:28,23,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,apRA5apyp+nI/zvNK/Zg/A==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_111934.wav,43.386,2023-03-13,11:19:34,11,2023-03-12,23:19:34,23,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,MIhOPuvJhG6YA3aOfb0HCQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230405_201202.wav,597.844,2023-04-05,20:12:02,20,2023-04-05,08:12:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,psZ23kL4I5S3VyVZVYbXnQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_112137.wav,62.897,2023-03-13,11:21:37,11,2023-03-12,23:21:37,23,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,tM5efG7TDMGD3LyA4Ejr5g==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_200102.wav,597.844,2023-03-30,20:01:02,20,2023-03-30,08:01:02,8,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,RXc9TuEedbaOYNnbrVRVZw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_193702.wav,597.844,2023-03-23,19:37:02,19,2023-03-23,07:37:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,fCB2n1pbN9UCpDwOy4215w==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_115634.wav,142.146,2023-03-13,11:56:34,11,2023-03-12,23:56:34,23,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,BMHZb22VzBJKdZ2CX2fRMA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_163338.wav,51.908,2023-03-13,16:33:38,16,2023-03-13,04:33:38,4,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,teBpd8qQx3uRucCh00GNtA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230317_235602.wav,597.844,2023-03-17,23:56:02,23,2023-03-17,11:56:02,11,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,ufMFpYlHVdyzgMw2GgVWxQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_211202.wav,597.844,2023-04-05,21:12:02,21,2023-04-05,09:12:02,9,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,UakNwY2LqE4zNPXEY+LDww==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_004802.wav,597.844,2023-03-19,00:48:02,0,2023-03-18,12:48:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,xeMRlEHb2CyfexlG3T3wRg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_191002.wav,597.844,2023-03-30,19:10:02,19,2023-03-30,07:10:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,08f7POxZ61GyTKzx8/fxog==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_201102.wav,597.844,2023-03-30,20:11:02,20,2023-03-30,08:11:02,8,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,8BW6YDzub7GASjxl7ZcqZA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230405_202202.wav,597.844,2023-04-05,20:22:02,20,2023-04-05,08:22:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,5KlsHXerHE6OoFg1vPNuyA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_194702.wav,597.844,2023-03-23,19:47:02,19,2023-03-23,07:47:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,zvfNr2Dp6PXz89Empi3HpQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_163447.wav,552.855,2023-03-13,16:34:47,16,2023-03-13,04:34:47,4,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,Oq5Wqmqz32QXqtvFuzaGqA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_212202.wav,597.844,2023-04-05,21:22:02,21,2023-04-05,09:22:02,9,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,tvsdVJLJ4MIuBPC8UJHkqA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_005802.wav,597.844,2023-03-19,00:58:02,0,2023-03-18,12:58:02,12,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,l8LcgB2i3catCK9mBcIYlg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230318_000602.wav,597.844,2023-03-18,00:06:02,0,2023-03-17,12:06:02,12,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,PqV02P3hQ7krYbf4FxVDUA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_192002.wav,597.844,2023-03-30,19:20:02,19,2023-03-30,07:20:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,ZcK9MdH+7QVQf1TElKI6cg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_202102.wav,597.844,2023-03-30,20:21:02,20,2023-03-30,08:21:02,8,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,S4Sfu2BwW8HBxu/BVmZ+rA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230405_203202.wav,597.844,2023-04-05,20:32:02,20,2023-04-05,08:32:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,SxQGyFOkbeSDa7/kPnhkYw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_195702.wav,597.844,2023-03-23,19:57:02,19,2023-03-23,07:57:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,DSBVoDfr3M02ulYZGm6cHA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_213202.wav,597.844,2023-04-05,21:32:02,21,2023-04-05,09:32:02,9,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,zrxmxkD5dcLFwZjsMDbw4g==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_010802.wav,597.844,2023-03-19,01:08:02,1,2023-03-18,13:08:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,7KdkRN6Z6eDTUJF4GcPypA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_164402.wav,597.844,2023-03-13,16:44:02,16,2023-03-13,04:44:02,4,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,yXv3j+TaHu0fuGlaZEtCMA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230318_001602.wav,597.844,2023-03-18,00:16:02,0,2023-03-17,12:16:02,12,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,Pkjp26EH3t2E+vM5x/6bsg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_193002.wav,597.844,2023-03-30,19:30:02,19,2023-03-30,07:30:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,Ea72c5TFkrTyHNDo0HWAfw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_203102.wav,597.844,2023-03-30,20:31:02,20,2023-03-30,08:31:02,8,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,K9+haBYR681YU+v68LxwAQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_200702.wav,597.844,2023-03-23,20:07:02,20,2023-03-23,08:07:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,M2x+5atAd4lz3gvLgwtqug==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230405_204202.wav,597.844,2023-04-05,20:42:02,20,2023-04-05,08:42:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,rVuYmWUrxacE5ncyT8UfSA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_214202.wav,597.844,2023-04-05,21:42:02,21,2023-04-05,09:42:02,9,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,FMqKQ8BUj2CMHspNp6RoUQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_194002.wav,597.844,2023-03-30,19:40:02,19,2023-03-30,07:40:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,tGrrCMlqywJBohbRSv677w==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_011802.wav,597.844,2023-03-19,01:18:02,1,2023-03-18,13:18:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,bvuj+m0AatCiDouo1MVYSw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230318_002602.wav,597.844,2023-03-18,00:26:02,0,2023-03-17,12:26:02,12,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,abW4ebEejx4TmZ2g5jtsAg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_165402.wav,597.844,2023-03-13,16:54:02,16,2023-03-13,04:54:02,4,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,4ugR1nRBe3xlNYJiO5RmDQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_204102.wav,597.844,2023-03-30,20:41:02,20,2023-03-30,08:41:02,8,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,BbC3G86Ia3mAQOv3WqDc/Q==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_201702.wav,597.844,2023-03-23,20:17:02,20,2023-03-23,08:17:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,vMvpUWJjVDZSC4YRWgA28A==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_215202.wav,597.844,2023-04-05,21:52:02,21,2023-04-05,09:52:02,9,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,9cw9NM9bY4xdihxCdVz5VQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230405_205202.wav,597.844,2023-04-05,20:52:02,20,2023-04-05,08:52:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,J9pgw8DcaU5nQF+shfqVPg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_195002.wav,597.844,2023-03-30,19:50:02,19,2023-03-30,07:50:02,7,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,ncNVa5XwyC0oEo5QYkFQ4Q==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_012802.wav,597.844,2023-03-19,01:28:02,1,2023-03-18,13:28:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,eFRdSR2SnLRNeRBb5PyLPw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230318_003602.wav,597.844,2023-03-18,00:36:02,0,2023-03-17,12:36:02,12,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,b0rcwNAtLIhK1FmshdgyOA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230324_203902.wav,597.844,2023-03-24,20:39:02,20,2023-03-24,08:39:02,8,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,DKI3zIJerANt0+vDu+otRg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_170402.wav,597.844,2023-03-13,17:04:02,17,2023-03-13,05:04:02,5,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,0Gnwl2T09mZDWdoCKw1Tfw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_205102.wav,597.844,2023-03-30,20:51:02,20,2023-03-30,08:51:02,8,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,2xFpfpS63cB7a7fjEeBGAw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_220202.wav,597.844,2023-04-05,22:02:02,22,2023-04-05,10:02:02,10,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,RTJNvHVPoKgsyyjvVaPv5g==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_202702.wav,597.844,2023-03-23,20:27:02,20,2023-03-23,08:27:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,3jaUafLl6ikvuVwTwEPhKw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_200002.wav,597.844,2023-03-30,20:00:02,20,2023-03-30,08:00:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,EWu6BLguOQ64hB5etHv01g==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230405_210202.wav,597.844,2023-04-05,21:02:02,21,2023-04-05,09:02:02,9,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,dggGL2ff8TlaaJYvjTb86g==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230318_004602.wav,597.844,2023-03-18,00:46:02,0,2023-03-17,12:46:02,12,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,31CeSsMDLzjgyKJM/z8a8Q==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_013802.wav,597.844,2023-03-19,01:38:02,1,2023-03-18,13:38:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,YsPfSMsUKHDOOFeQmAFILg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_221202.wav,597.844,2023-04-05,22:12:02,22,2023-04-05,10:12:02,10,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,0z18RIW0yOk0iPVfgpXlKg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_210102.wav,597.844,2023-03-30,21:01:02,21,2023-03-30,09:01:02,9,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,uhMu14cayT4yrAPxwYWqoQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_171402.wav,597.844,2023-03-13,17:14:02,17,2023-03-13,05:14:02,5,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,HIZ1TU4ka3BwHblj7SA0Cg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_203702.wav,597.844,2023-03-23,20:37:02,20,2023-03-23,08:37:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,HIavelsT5+B3bo/DRpT5Iw==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_201002.wav,597.844,2023-03-30,20:10:02,20,2023-03-30,08:10:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,reKF7i6bDi+cxZdChwXYSQ==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230405_211202.wav,597.844,2023-04-05,21:12:02,21,2023-04-05,09:12:02,9,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,trPtZDKZIjF2y/sYWL3QYQ==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230318_005602.wav,597.844,2023-03-18,00:56:02,0,2023-03-17,12:56:02,12,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,g4bAwEUZvgDdJGFBBPWqLA==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_014802.wav,597.844,2023-03-19,01:48:02,1,2023-03-18,13:48:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,FPmklTW9uwTWVwIFks+ukg==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_222202.wav,597.844,2023-04-05,22:22:02,22,2023-04-05,10:22:02,10,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,9ZMdz1NUgqRHSAWmHZTROw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230323_204702.wav,597.844,2023-03-23,20:47:02,20,2023-03-23,08:47:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,24E6YQl5U+Omd8bh55Thng==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230330_211102.wav,597.844,2023-03-30,21:11:02,21,2023-03-30,09:11:02,9,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,yrYQwkw7jsmo7AoGpyE3cg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230313_172402.wav,597.844,2023-03-13,17:24:02,17,2023-03-13,05:24:02,5,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,JcS+Lz4FfyDLQU9zQ/q2SA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230330_202002.wav,597.844,2023-03-30,20:20:02,20,2023-03-30,08:20:02,8,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,XxdoIk+pW6raLX7wZrzcrA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS049\Data2,WSS049_20230405_212202.wav,597.844,2023-04-05,21:22:02,21,2023-04-05,09:22:02,9,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,QLWtYqSunl/nLEiSBpidOw==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS045\Data2,WSS045_20230319_015802.wav,597.844,2023-03-19,01:58:02,1,2023-03-18,13:58:02,13,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,C1BBdGJFT470nbhFAN6Mxg==
D:\Muingmore acoustics,13-03-2023 to 27-03-2023 WSS049\Data2,WSS049_20230318_010602.wav,597.844,2023-03-18,01:06:02,1,2023-03-17,13:06:02,13,54,-7.3,Song Meter Mini Bat,SMU00710,3.0,WSS049,,,,,,,1,,,,,,e77F2BNj2UovzCA/f3kGbA==
D:\Muingmore acoustics,28-03-2023 to 11-04-2023 WSS045\Data2,WSS045_20230405_223202.wav,597.844,2023-04-05,22:32:02,22,2023-04-05,10:32:02,10,54,-7.3,Song Meter Mini Bat,SMU01853,3.0,WSS045,,,,,,,1,,,,,,dmOkvNZT9xluOxuaLTPu6A==
